,item_code,item,transaction,datetime,dayofweek,month,hour
41,75,Scandinavian,15,2016-10-30 10:34:36,6,10,10
42,11,Bread,16,2016-10-30 10:37:08,6,10,10
43,55,Medialuna,16,2016-10-30 10:37:08,6,10,10
44,23,Coffee,16,2016-10-30 10:37:08,6,10,10
45,48,Hot chocolate,17,2016-10-30 10:38:04,6,10,10
46,37,Farm House,18,2016-10-30 10:41:56,6,10,10
47,37,Farm House,19,2016-10-30 10:43:08,6,10,10
48,11,Bread,19,2016-10-30 10:43:08,6,10,10
49,11,Bread,20,2016-10-30 10:45:22,6,10,10
50,55,Medialuna,20,2016-10-30 10:45:22,6,10,10
51,23,Coffee,21,2016-10-30 10:49:29,6,10,10
52,23,Coffee,21,2016-10-30 10:49:29,6,10,10
53,55,Medialuna,21,2016-10-30 10:49:29,6,10,10
54,11,Bread,21,2016-10-30 10:49:29,6,10,10
55,49,Jam,22,2016-10-30 10:52:15,6,10,10
56,75,Scandinavian,23,2016-10-30 10:53:49,6,10,10
57,60,Muffin,23,2016-10-30 10:53:49,6,10,10
58,11,Bread,24,2016-10-30 10:54:33,6,10,10
59,75,Scandinavian,25,2016-10-30 10:55:22,6,10,10
60,40,Fudge,26,2016-10-30 10:56:08,6,10,10
61,75,Scandinavian,27,2016-10-30 11:02:19,6,10,11
62,23,Coffee,28,2016-10-30 11:03:24,6,10,11
63,11,Bread,28,2016-10-30 11:03:24,6,10,11
64,11,Bread,29,2016-10-30 11:05:30,6,10,11
65,49,Jam,29,2016-10-30 11:05:30,6,10,11
66,62,NONE,29,2016-10-30 11:05:30,6,10,11
67,11,Bread,30,2016-10-30 11:07:19,6,10,11
68,9,Basket,31,2016-10-30 11:12:56,6,10,11
69,75,Scandinavian,32,2016-10-30 11:16:15,6,10,11
70,60,Muffin,32,2016-10-30 11:16:15,6,10,11
71,23,Coffee,33,2016-10-30 11:22:49,6,10,11
72,23,Coffee,34,2016-10-30 11:25:45,6,10,11
73,60,Muffin,34,2016-10-30 11:25:45,6,10,11
74,60,Muffin,35,2016-10-30 11:27:34,6,10,11
75,75,Scandinavian,35,2016-10-30 11:27:34,6,10,11
76,84,Tea,36,2016-10-30 11:33:08,6,10,11
77,11,Bread,36,2016-10-30 11:33:08,6,10,11
78,23,Coffee,37,2016-10-30 11:37:10,6,10,11
79,11,Bread,37,2016-10-30 11:37:10,6,10,11
80,62,NONE,37,2016-10-30 11:37:10,6,10,11
81,11,Bread,38,2016-10-30 11:42:40,6,10,11
82,84,Tea,38,2016-10-30 11:42:40,6,10,11
83,75,Scandinavian,39,2016-10-30 11:44:31,6,10,11
84,51,Juice,40,2016-10-30 11:55:51,6,10,11
85,62,NONE,40,2016-10-30 11:55:51,6,10,11
86,83,Tartine,40,2016-10-30 11:55:51,6,10,11
87,23,Coffee,40,2016-10-30 11:55:51,6,10,11
88,60,Muffin,40,2016-10-30 11:55:51,6,10,11
89,75,Scandinavian,41,2016-10-30 11:57:06,6,10,11
90,11,Bread,42,2016-10-30 11:57:45,6,10,11
91,84,Tea,42,2016-10-30 11:57:45,6,10,11
92,75,Scandinavian,43,2016-10-30 12:00:22,6,10,12
93,40,Fudge,43,2016-10-30 12:00:22,6,10,12
94,23,Coffee,44,2016-10-30 12:05:47,6,10,12
95,55,Medialuna,44,2016-10-30 12:05:47,6,10,12
96,23,Coffee,45,2016-10-30 12:08:36,6,10,12
97,48,Hot chocolate,45,2016-10-30 12:08:36,6,10,12
98,55,Medialuna,45,2016-10-30 12:08:36,6,10,12
99,23,Coffee,46,2016-10-30 12:09:04,6,10,12
100,33,Ella's Kitchen Pouches,47,2016-10-30 12:15:29,6,10,12
101,51,Juice,47,2016-10-30 12:15:29,6,10,12
102,11,Bread,47,2016-10-30 12:15:29,6,10,12
103,60,Muffin,47,2016-10-30 12:15:29,6,10,12
104,49,Jam,47,2016-10-30 12:15:29,6,10,12
105,23,Coffee,48,2016-10-30 12:17:02,6,10,12
106,23,Coffee,49,2016-10-30 12:23:01,6,10,12
107,23,Coffee,49,2016-10-30 12:23:01,6,10,12
108,55,Medialuna,49,2016-10-30 12:23:01,6,10,12
109,11,Bread,50,2016-10-30 12:25:11,6,10,12
110,94,Victorian Sponge,50,2016-10-30 12:25:11,6,10,12
111,11,Bread,51,2016-10-30 12:26:58,6,10,12
112,75,Scandinavian,52,2016-10-30 12:28:07,6,10,12
113,11,Bread,54,2016-10-30 12:33:08,6,10,12
114,39,Frittata,55,2016-10-30 12:38:06,6,10,12
115,23,Coffee,55,2016-10-30 12:38:06,6,10,12
116,84,Tea,55,2016-10-30 12:38:06,6,10,12
117,46,Hearty & Seasonal,55,2016-10-30 12:38:06,6,10,12
118,23,Coffee,56,2016-10-30 12:39:27,6,10,12
119,39,Frittata,56,2016-10-30 12:39:27,6,10,12
120,75,Scandinavian,57,2016-10-30 12:45:48,6,10,12
121,94,Victorian Sponge,58,2016-10-30 12:59:29,6,10,12
122,48,Hot chocolate,58,2016-10-30 12:59:29,6,10,12
123,84,Tea,58,2016-10-30 12:59:29,6,10,12
124,79,Soup,58,2016-10-30 12:59:29,6,10,12
125,84,Tea,59,2016-10-30 13:02:04,6,10,13
126,62,NONE,59,2016-10-30 13:02:04,6,10,13
127,26,Cookies,60,2016-10-30 13:14:04,6,10,13
128,23,Coffee,60,2016-10-30 13:14:04,6,10,13
129,51,Juice,60,2016-10-30 13:14:04,6,10,13
130,23,Coffee,60,2016-10-30 13:14:04,6,10,13
131,23,Coffee,61,2016-10-30 13:15:38,6,10,13
132,67,Pick and Mix Bowls,62,2016-10-30 13:24:00,6,10,13
133,46,Hearty & Seasonal,62,2016-10-30 13:24:00,6,10,13
134,46,Hearty & Seasonal,62,2016-10-30 13:24:00,6,10,13
135,23,Coffee,62,2016-10-30 13:24:00,6,10,13
136,78,Smoothies,62,2016-10-30 13:24:00,6,10,13
137,23,Coffee,62,2016-10-30 13:24:00,6,10,13
138,23,Coffee,63,2016-10-30 13:33:12,6,10,13
139,15,Cake,64,2016-10-30 13:34:07,6,10,13
140,62,NONE,65,2016-10-30 13:37:25,6,10,13
141,83,Tartine,65,2016-10-30 13:37:25,6,10,13
142,56,Mighty Protein,65,2016-10-30 13:37:25,6,10,13
143,84,Tea,65,2016-10-30 13:37:25,6,10,13
144,23,Coffee,65,2016-10-30 13:37:25,6,10,13
145,46,Hearty & Seasonal,66,2016-10-30 13:40:20,6,10,13
146,39,Frittata,66,2016-10-30 13:40:20,6,10,13
147,57,Mineral water,66,2016-10-30 13:40:20,6,10,13
148,46,Hearty & Seasonal,67,2016-10-30 13:46:48,6,10,13
149,62,NONE,67,2016-10-30 13:46:48,6,10,13
150,57,Mineral water,67,2016-10-30 13:46:48,6,10,13
151,60,Muffin,67,2016-10-30 13:46:48,6,10,13
152,39,Frittata,68,2016-10-30 13:49:36,6,10,13
153,23,Coffee,68,2016-10-30 13:49:36,6,10,13
154,84,Tea,68,2016-10-30 13:49:36,6,10,13
155,75,Scandinavian,68,2016-10-30 13:49:36,6,10,13
156,19,Chicken sand,68,2016-10-30 13:49:36,6,10,13
157,11,Bread,69,2016-10-30 13:51:49,6,10,13
158,84,Tea,69,2016-10-30 13:51:49,6,10,13
159,94,Victorian Sponge,69,2016-10-30 13:51:49,6,10,13
160,40,Fudge,70,2016-10-30 13:54:42,6,10,13
161,60,Muffin,71,2016-10-30 13:56:08,6,10,13
162,23,Coffee,72,2016-10-30 14:21:38,6,10,14
163,11,Bread,72,2016-10-30 14:21:38,6,10,14
164,11,Bread,73,2016-10-30 14:22:39,6,10,14
165,23,Coffee,74,2016-10-30 14:24:03,6,10,14
166,11,Bread,74,2016-10-30 14:24:03,6,10,14
167,62,NONE,75,2016-10-30 14:32:26,6,10,14
168,49,Jam,75,2016-10-30 14:32:26,6,10,14
169,39,Frittata,75,2016-10-30 14:32:26,6,10,14
170,23,Coffee,76,2016-10-30 14:32:49,6,10,14
171,75,Scandinavian,77,2016-10-30 14:35:36,6,10,14
172,40,Fudge,78,2016-10-30 14:42:29,6,10,14
173,40,Fudge,79,2016-10-30 14:45:44,6,10,14
174,84,Tea,79,2016-10-30 14:45:44,6,10,14
175,23,Coffee,79,2016-10-30 14:45:44,6,10,14
176,60,Muffin,79,2016-10-30 14:45:44,6,10,14
177,39,Frittata,80,2016-10-30 14:48:40,6,10,14
178,11,Bread,80,2016-10-30 14:48:40,6,10,14
179,23,Coffee,80,2016-10-30 14:48:40,6,10,14
180,23,Coffee,81,2016-10-31 08:28:31,0,10,8
181,15,Cake,81,2016-10-31 08:28:31,0,10,8
182,83,Tartine,82,2016-10-31 08:47:05,0,10,8
183,62,NONE,82,2016-10-31 08:47:05,0,10,8
184,11,Bread,82,2016-10-31 08:47:05,0,10,8
185,23,Coffee,83,2016-10-31 08:57:47,0,10,8
186,11,Bread,83,2016-10-31 08:57:47,0,10,8
187,11,Bread,84,2016-10-31 09:04:06,0,10,9
188,23,Coffee,85,2016-10-31 09:10:09,0,10,9
189,23,Coffee,85,2016-10-31 09:10:09,0,10,9
190,66,Pastry,85,2016-10-31 09:10:09,0,10,9
191,55,Medialuna,85,2016-10-31 09:10:09,0,10,9
192,51,Juice,86,2016-10-31 09:11:08,0,10,9
193,11,Bread,87,2016-10-31 09:12:56,0,10,9
194,23,Coffee,88,2016-10-31 09:16:01,0,10,9
195,23,Coffee,88,2016-10-31 09:16:01,0,10,9
196,49,Jam,88,2016-10-31 09:16:01,0,10,9
197,11,Bread,89,2016-10-31 09:19:41,0,10,9
198,11,Bread,90,2016-10-31 09:20:12,0,10,9
199,23,Coffee,90,2016-10-31 09:20:12,0,10,9
200,84,Tea,91,2016-10-31 09:22:48,0,10,9
201,62,NONE,91,2016-10-31 09:22:48,0,10,9
202,23,Coffee,92,2016-10-31 09:27:11,0,10,9
203,11,Bread,93,2016-10-31 09:29:23,0,10,9
204,25,Coke,93,2016-10-31 09:29:23,0,10,9
205,23,Coffee,94,2016-10-31 09:39:09,0,10,9
206,23,Coffee,94,2016-10-31 09:39:09,0,10,9
207,84,Tea,95,2016-10-31 09:43:37,0,10,9
208,66,Pastry,95,2016-10-31 09:43:37,0,10,9
209,37,Farm House,95,2016-10-31 09:43:37,0,10,9
210,66,Pastry,96,2016-10-31 09:46:48,0,10,9
211,66,Pastry,96,2016-10-31 09:46:48,0,10,9
212,23,Coffee,96,2016-10-31 09:46:48,0,10,9
213,51,Juice,96,2016-10-31 09:46:48,0,10,9
214,23,Coffee,97,2016-10-31 09:51:11,0,10,9
215,66,Pastry,97,2016-10-31 09:51:11,0,10,9
216,51,Juice,97,2016-10-31 09:51:11,0,10,9
217,37,Farm House,98,2016-10-31 09:52:22,0,10,9
218,66,Pastry,99,2016-10-31 09:56:37,0,10,9
219,66,Pastry,99,2016-10-31 09:56:37,0,10,9
220,23,Coffee,99,2016-10-31 09:56:37,0,10,9
221,11,Bread,99,2016-10-31 09:56:37,0,10,9
222,11,Bread,100,2016-10-31 09:58:06,0,10,9
223,23,Coffee,101,2016-10-31 10:04:02,0,10,10
224,66,Pastry,101,2016-10-31 10:04:02,0,10,10
225,37,Farm House,102,2016-10-31 10:04:44,0,10,10
226,62,NONE,103,2016-10-31 10:07:40,0,10,10
227,11,Bread,103,2016-10-31 10:07:40,0,10,10
228,23,Coffee,104,2016-10-31 10:12:48,0,10,10
229,23,Coffee,104,2016-10-31 10:12:48,0,10,10
230,55,Medialuna,104,2016-10-31 10:12:48,0,10,10
231,60,Muffin,104,2016-10-31 10:12:48,0,10,10
232,23,Coffee,104,2016-10-31 10:12:48,0,10,10
233,23,Coffee,105,2016-10-31 10:21:29,0,10,10
234,84,Tea,105,2016-10-31 10:21:29,0,10,10
235,62,NONE,105,2016-10-31 10:21:29,0,10,10
236,15,Cake,105,2016-10-31 10:21:29,0,10,10
237,23,Coffee,106,2016-10-31 10:24:21,0,10,10
238,23,Coffee,106,2016-10-31 10:24:21,0,10,10
239,66,Pastry,106,2016-10-31 10:24:21,0,10,10
240,66,Pastry,106,2016-10-31 10:24:21,0,10,10
241,23,Coffee,107,2016-10-31 10:27:30,0,10,10
242,84,Tea,107,2016-10-31 10:27:30,0,10,10
243,37,Farm House,108,2016-10-31 10:31:05,0,10,10
244,60,Muffin,108,2016-10-31 10:31:05,0,10,10
245,11,Bread,109,2016-10-31 10:35:23,0,10,10
246,60,Muffin,109,2016-10-31 10:35:23,0,10,10
247,66,Pastry,109,2016-10-31 10:35:23,0,10,10
248,66,Pastry,110,2016-10-31 10:36:37,0,10,10
249,23,Coffee,111,2016-10-31 10:38:09,0,10,10
250,23,Coffee,112,2016-10-31 10:59:17,0,10,10
251,23,Coffee,113,2016-10-31 11:02:37,0,10,11
252,15,Cake,113,2016-10-31 11:02:37,0,10,11
253,37,Farm House,114,2016-10-31 11:05:45,0,10,11
254,11,Bread,115,2016-10-31 11:08:53,0,10,11
255,23,Coffee,116,2016-10-31 11:11:01,0,10,11
256,26,Cookies,117,2016-10-31 11:13:08,0,10,11
257,15,Cake,117,2016-10-31 11:13:08,0,10,11
258,23,Coffee,117,2016-10-31 11:13:08,0,10,11
259,61,My-5 Fruit Shoot,117,2016-10-31 11:13:08,0,10,11
260,26,Cookies,118,2016-10-31 11:18:29,0,10,11
261,26,Cookies,118,2016-10-31 11:18:29,0,10,11
262,84,Tea,118,2016-10-31 11:18:29,0,10,11
263,66,Pastry,118,2016-10-31 11:18:29,0,10,11
264,23,Coffee,119,2016-10-31 11:25:56,0,10,11
265,23,Coffee,119,2016-10-31 11:25:56,0,10,11
266,60,Muffin,119,2016-10-31 11:25:56,0,10,11
267,37,Farm House,120,2016-10-31 11:29:01,0,10,11
268,23,Coffee,121,2016-10-31 11:30:59,0,10,11
269,11,Bread,121,2016-10-31 11:30:59,0,10,11
270,26,Cookies,122,2016-10-31 11:37:30,0,10,11
271,49,Jam,123,2016-10-31 11:42:05,0,10,11
272,62,NONE,123,2016-10-31 11:42:05,0,10,11
273,23,Coffee,123,2016-10-31 11:42:05,0,10,11
274,23,Coffee,123,2016-10-31 11:42:05,0,10,11
275,51,Juice,123,2016-10-31 11:42:05,0,10,11
276,23,Coffee,124,2016-10-31 11:43:10,0,10,11
277,79,Soup,124,2016-10-31 11:43:10,0,10,11
278,84,Tea,125,2016-10-31 11:47:18,0,10,11
279,23,Coffee,126,2016-10-31 11:52:43,0,10,11
280,49,Jam,126,2016-10-31 11:52:43,0,10,11
281,37,Farm House,127,2016-10-31 11:53:11,0,10,11
282,62,NONE,128,2016-10-31 11:55:00,0,10,11
283,83,Tartine,128,2016-10-31 11:55:00,0,10,11
284,23,Coffee,128,2016-10-31 11:55:00,0,10,11
285,84,Tea,128,2016-10-31 11:55:00,0,10,11
286,23,Coffee,129,2016-10-31 11:59:23,0,10,11
287,23,Coffee,129,2016-10-31 11:59:23,0,10,11
288,15,Cake,129,2016-10-31 11:59:23,0,10,11
289,23,Coffee,130,2016-10-31 12:03:12,0,10,12
290,23,Coffee,130,2016-10-31 12:03:12,0,10,12
291,60,Muffin,130,2016-10-31 12:03:12,0,10,12
292,11,Bread,131,2016-10-31 12:08:28,0,10,12
293,23,Coffee,131,2016-10-31 12:08:28,0,10,12
294,84,Tea,132,2016-10-31 12:14:20,0,10,12
295,51,Juice,132,2016-10-31 12:14:20,0,10,12
296,67,Pick and Mix Bowls,132,2016-10-31 12:14:20,0,10,12
297,26,Cookies,132,2016-10-31 12:14:20,0,10,12
298,46,Hearty & Seasonal,133,2016-10-31 12:16:32,0,10,12
299,79,Soup,133,2016-10-31 12:16:32,0,10,12
300,46,Hearty & Seasonal,134,2016-10-31 12:19:37,0,10,12
301,84,Tea,134,2016-10-31 12:19:37,0,10,12
302,37,Farm House,134,2016-10-31 12:19:37,0,10,12
303,11,Bread,135,2016-10-31 12:20:21,0,10,12
304,84,Tea,136,2016-10-31 12:27:41,0,10,12
305,79,Soup,136,2016-10-31 12:27:41,0,10,12
306,37,Farm House,137,2016-10-31 12:37:07,0,10,12
307,79,Soup,138,2016-10-31 12:43:35,0,10,12
308,46,Hearty & Seasonal,138,2016-10-31 12:43:35,0,10,12
309,23,Coffee,138,2016-10-31 12:43:35,0,10,12
310,11,Bread,139,2016-10-31 12:50:57,0,10,12
311,60,Muffin,139,2016-10-31 12:50:57,0,10,12
312,46,Hearty & Seasonal,139,2016-10-31 12:50:57,0,10,12
313,23,Coffee,140,2016-10-31 12:53:33,0,10,12
314,23,Coffee,140,2016-10-31 12:53:33,0,10,12
315,26,Cookies,140,2016-10-31 12:53:33,0,10,12
316,11,Bread,141,2016-10-31 12:54:28,0,10,12
317,84,Tea,142,2016-10-31 12:56:47,0,10,12
318,60,Muffin,142,2016-10-31 12:56:47,0,10,12
319,84,Tea,143,2016-10-31 12:59:08,0,10,12
320,79,Soup,144,2016-10-31 13:02:11,0,10,13
321,46,Hearty & Seasonal,144,2016-10-31 13:02:11,0,10,13
322,23,Coffee,145,2016-10-31 13:05:49,0,10,13
323,84,Tea,145,2016-10-31 13:05:49,0,10,13
324,38,Focaccia,145,2016-10-31 13:05:49,0,10,13
325,74,Sandwich,146,2016-10-31 13:08:30,0,10,13
326,83,Tartine,147,2016-10-31 13:09:31,0,10,13
327,23,Coffee,147,2016-10-31 13:09:31,0,10,13
328,40,Fudge,148,2016-10-31 13:21:17,0,10,13
329,23,Coffee,148,2016-10-31 13:21:17,0,10,13
330,23,Coffee,148,2016-10-31 13:21:17,0,10,13
331,23,Coffee,149,2016-10-31 13:26:03,0,10,13
332,11,Bread,150,2016-10-31 13:31:33,0,10,13
333,25,Coke,151,2016-10-31 13:50:17,0,10,13
334,79,Soup,151,2016-10-31 13:50:17,0,10,13
335,60,Muffin,152,2016-10-31 13:51:18,0,10,13
336,84,Tea,153,2016-10-31 13:55:22,0,10,13
337,23,Coffee,153,2016-10-31 13:55:22,0,10,13
338,26,Cookies,153,2016-10-31 13:55:22,0,10,13
339,60,Muffin,153,2016-10-31 13:55:22,0,10,13
340,56,Mighty Protein,154,2016-10-31 14:00:21,0,10,14
341,46,Hearty & Seasonal,154,2016-10-31 14:00:21,0,10,14
342,23,Coffee,154,2016-10-31 14:00:21,0,10,14
343,25,Coke,154,2016-10-31 14:00:21,0,10,14
344,84,Tea,155,2016-10-31 14:01:30,0,10,14
345,60,Muffin,155,2016-10-31 14:01:30,0,10,14
346,74,Sandwich,155,2016-10-31 14:01:30,0,10,14
347,23,Coffee,156,2016-10-31 14:04:16,0,10,14
348,60,Muffin,156,2016-10-31 14:04:16,0,10,14
349,23,Coffee,157,2016-10-31 14:05:07,0,10,14
350,11,Bread,157,2016-10-31 14:05:07,0,10,14
351,23,Coffee,158,2016-10-31 14:20:29,0,10,14
352,60,Muffin,158,2016-10-31 14:20:29,0,10,14
353,11,Bread,159,2016-10-31 14:22:31,0,10,14
354,48,Hot chocolate,159,2016-10-31 14:22:31,0,10,14
355,26,Cookies,159,2016-10-31 14:22:31,0,10,14
356,57,Mineral water,160,2016-10-31 14:35:27,0,10,14
357,60,Muffin,160,2016-10-31 14:35:27,0,10,14
358,84,Tea,161,2016-10-31 14:42:34,0,10,14
359,60,Muffin,162,2016-10-31 14:44:48,0,10,14
360,23,Coffee,163,2016-10-31 14:47:16,0,10,14
361,51,Juice,163,2016-10-31 14:47:16,0,10,14
362,23,Coffee,164,2016-10-31 14:47:36,0,10,14
363,60,Muffin,164,2016-10-31 14:47:36,0,10,14
364,84,Tea,165,2016-10-31 14:48:49,0,10,14
365,23,Coffee,166,2016-10-31 14:49:28,0,10,14
366,60,Muffin,166,2016-10-31 14:49:28,0,10,14
367,74,Sandwich,167,2016-10-31 14:50:42,0,10,14
368,46,Hearty & Seasonal,167,2016-10-31 14:50:42,0,10,14
369,11,Bread,167,2016-10-31 14:50:42,0,10,14
370,57,Mineral water,167,2016-10-31 14:50:42,0,10,14
371,84,Tea,168,2016-10-31 14:56:25,0,10,14
372,23,Coffee,168,2016-10-31 14:56:25,0,10,14
373,57,Mineral water,169,2016-10-31 15:05:17,0,10,15
374,23,Coffee,170,2016-10-31 15:16:49,0,10,15
375,79,Soup,171,2016-10-31 15:20:16,0,10,15
376,84,Tea,171,2016-10-31 15:20:16,0,10,15
377,11,Bread,172,2016-10-31 17:06:47,0,10,17
378,23,Coffee,172,2016-10-31 17:06:47,0,10,17
379,11,Bread,173,2016-10-31 17:08:09,0,10,17
380,60,Muffin,173,2016-10-31 17:08:09,0,10,17
381,23,Coffee,174,2016-10-31 17:40:21,0,10,17
382,11,Bread,175,2016-10-31 17:49:42,0,10,17
383,26,Cookies,176,2016-10-31 18:22:24,0,10,18
384,23,Coffee,176,2016-10-31 18:22:24,0,10,18
385,23,Coffee,178,2016-11-01 07:51:20,1,11,7
386,66,Pastry,178,2016-11-01 07:51:20,1,11,7
387,23,Coffee,179,2016-11-01 08:20:50,1,11,8
388,66,Pastry,179,2016-11-01 08:20:50,1,11,8
389,49,Jam,180,2016-11-01 08:22:28,1,11,8
390,84,Tea,180,2016-11-01 08:22:28,1,11,8
391,84,Tea,181,2016-11-01 08:45:20,1,11,8
392,84,Tea,181,2016-11-01 08:45:20,1,11,8
393,66,Pastry,182,2016-11-01 09:07:47,1,11,9
394,66,Pastry,182,2016-11-01 09:07:47,1,11,9
395,33,Ella's Kitchen Pouches,182,2016-11-01 09:07:47,1,11,9
396,66,Pastry,183,2016-11-01 09:09:26,1,11,9
397,37,Farm House,184,2016-11-01 09:26:03,1,11,9
398,62,NONE,184,2016-11-01 09:26:03,1,11,9
399,84,Tea,184,2016-11-01 09:26:03,1,11,9
400,84,Tea,185,2016-11-01 09:29:25,1,11,9
401,94,Victorian Sponge,185,2016-11-01 09:29:25,1,11,9
402,84,Tea,186,2016-11-01 09:43:13,1,11,9
403,66,Pastry,186,2016-11-01 09:43:13,1,11,9
404,11,Bread,187,2016-11-01 10:02:27,1,11,10
405,23,Coffee,188,2016-11-01 10:04:05,1,11,10
406,11,Bread,189,2016-11-01 10:29:02,1,11,10
407,23,Coffee,189,2016-11-01 10:29:02,1,11,10
408,23,Coffee,190,2016-11-01 10:34:53,1,11,10
409,66,Pastry,190,2016-11-01 10:34:53,1,11,10
410,66,Pastry,190,2016-11-01 10:34:53,1,11,10
411,79,Soup,191,2016-11-01 10:50:50,1,11,10
412,84,Tea,191,2016-11-01 10:50:50,1,11,10
413,62,NONE,192,2016-11-01 10:56:08,1,11,10
414,11,Bread,192,2016-11-01 10:56:08,1,11,10
415,23,Coffee,193,2016-11-01 11:00:48,1,11,11
416,11,Bread,194,2016-11-01 11:04:36,1,11,11
417,11,Bread,194,2016-11-01 11:04:36,1,11,11
418,11,Bread,195,2016-11-01 11:06:09,1,11,11
419,62,NONE,195,2016-11-01 11:06:09,1,11,11
420,75,Scandinavian,195,2016-11-01 11:06:09,1,11,11
421,11,Bread,196,2016-11-01 11:08:18,1,11,11
422,15,Cake,196,2016-11-01 11:08:18,1,11,11
423,26,Cookies,196,2016-11-01 11:08:18,1,11,11
424,23,Coffee,197,2016-11-01 11:10:11,1,11,11
425,23,Coffee,197,2016-11-01 11:10:11,1,11,11
426,84,Tea,197,2016-11-01 11:10:11,1,11,11
427,23,Coffee,198,2016-11-01 11:11:58,1,11,11
428,26,Cookies,198,2016-11-01 11:11:58,1,11,11
429,23,Coffee,199,2016-11-01 11:13:20,1,11,11
430,11,Bread,200,2016-11-01 11:16:30,1,11,11
431,62,NONE,201,2016-11-01 11:22:36,1,11,11
432,23,Coffee,201,2016-11-01 11:22:36,1,11,11
433,66,Pastry,201,2016-11-01 11:22:36,1,11,11
434,23,Coffee,202,2016-11-01 11:23:19,1,11,11
435,23,Coffee,202,2016-11-01 11:23:19,1,11,11
436,23,Coffee,203,2016-11-01 11:25:53,1,11,11
437,75,Scandinavian,204,2016-11-01 11:30:00,1,11,11
438,11,Bread,204,2016-11-01 11:30:00,1,11,11
439,23,Coffee,205,2016-11-01 11:49:31,1,11,11
440,23,Coffee,205,2016-11-01 11:49:31,1,11,11
441,66,Pastry,205,2016-11-01 11:49:31,1,11,11
442,75,Scandinavian,206,2016-11-01 11:54:17,1,11,11
443,23,Coffee,206,2016-11-01 11:54:17,1,11,11
444,66,Pastry,206,2016-11-01 11:54:17,1,11,11
445,46,Hearty & Seasonal,207,2016-11-01 12:03:37,1,11,12
446,23,Coffee,207,2016-11-01 12:03:37,1,11,12
447,60,Muffin,207,2016-11-01 12:03:37,1,11,12
448,11,Bread,208,2016-11-01 12:10:09,1,11,12
449,23,Coffee,209,2016-11-01 12:10:38,1,11,12
450,75,Scandinavian,210,2016-11-01 12:12:26,1,11,12
451,79,Soup,211,2016-11-01 12:15:36,1,11,12
452,23,Coffee,211,2016-11-01 12:15:36,1,11,12
453,23,Coffee,212,2016-11-01 12:20:30,1,11,12
454,26,Cookies,212,2016-11-01 12:20:30,1,11,12
455,83,Tartine,212,2016-11-01 12:20:30,1,11,12
456,11,Bread,213,2016-11-01 12:22:04,1,11,12
457,11,Bread,214,2016-11-01 12:26:43,1,11,12
458,84,Tea,214,2016-11-01 12:26:43,1,11,12
459,84,Tea,214,2016-11-01 12:26:43,1,11,12
460,66,Pastry,215,2016-11-01 12:30:30,1,11,12
461,23,Coffee,215,2016-11-01 12:30:30,1,11,12
462,83,Tartine,216,2016-11-01 12:31:30,1,11,12
